,name,ticker,price,volume,market_cap,circulating_supply,tvl
398,e-Radix,E-RADIX,0.116993,1111570.0,130071577,1113467208.621509,
399,Gas,GAS,9.25,40197742.0,128946219,13935116.23912223,
400,Propy,PROPY,2.22,3341821.0,128647375,57896591.39105386,
402,IRISnet,IRISNET,0.113933,7484236.0,128025013,1123690778.18449,
403,SpiritSwap,SPIRITSWAP,0.531539,14006772.0,127381556,238556336.313192,
404,ApeSwap Finance,APESWAP FINANCE,1.83,3650844.0,126822732,69544747.45009576,
405,Luffy Inu,LUFFY INU,2.727e-09,6365202.0,126468354,4.629427372523518e+16,
406,Handshake,HANDSHAKE,0.291616,1630231.0,126342670,433250372.325102,
407,Hifi Finance,HIFI FINANCE,0.01345896,6573295.0,126333203,9386552598.643353,
408,Gemini Dollar,GEMINI DOLLAR,1.0,9219511.0,125702926,125556560.13,
409,Ethernity Chain,ETHERNITY CHAIN,11.03,7662110.0,124386368,11310511.889861176,
411,BSCPAD,BSCPAD,1.56,3295912.0,124090087,79111621.07910761,
412,Flux,FLUX,0.571662,11554757.0,123213360,217535217.249574,
413,Decentral Games,DECENTRAL GAMES,348.26,1264365.0,122792660,352094.38249480654,
417,Firo,FIRO,9.69,13566629.0,120665335,12449292.232842,
418,OccamFi,OCCAMFI,8.18,1769652.0,120627082,14787635.394956192,
419,PARSIQ,PARSIQ,0.924733,11061009.0,120071989,128633482.50367,
421,Cream,CREAM,156.1,1324417.0,119836655,766534.9535239147,
422,Zipmex Token,ZIPMEX TOKEN,1.83,9216488.0,119464051,65293505.14,
423,Vai,VAI,0.903734,1524189.0,119176083,132110526.008439,
424,Marinade staked SOL,MARINADE STAKED SOL,214.7,59908235.0,118863442,7140303.96272272,
425,Solanium,SOLANIUM,2.38,2288607.0,118540607,50000000.0,
426,Presearch,PRESEARCH,0.297036,2164671.0,117798227,396578435.0,
427,JUST,JUST,0.082024,452307996.0,117609599,1433850000.0,
430,CertiK,CERTIK,2.04,15821590.0,116532770,56992885.253474,
433,Sora,SORA,282.19,1621315.0,114448028,405564.011945224,
435,Tellor,TELLOR,55.76,14548774.0,113344396,2032827.28324846,
436,Bella Protocol,BELLA PROTOCOL,2.37,7054652.0,112573625,48000000.0,
437,Aavegotchi,AAVEGOTCHI,1.9,28171226.0,112245759,58957864.486472,
438,bZx Protocol,BZX PROTOCOL,0.344527,15967395.0,111889603,322973700.16414785,
440,SUKU,SUKU,0.928782,2328166.0,111262925,119149903.0,
441,Pylon Protocol,PYLON PROTOCOL,0.143065,5109533.0,110406797,775044448.674454,
443,MXC,MXC,0.04518725,11931913.0,110111594,2437203515.4925466,
444,SOLVE,SOLVE,0.249354,12535223.0,109965207,441000000.0,
445,RAMP,RAMP,0.293136,3105857.0,109705108,373654952.0,
446,Boson Protocol,BOSON PROTOCOL,1.97,12646589.0,109321217,55725948.18,
447,Bitkub Coin,BITKUB COIN,0.992669,1861252.0,109193614,109999999.997215,
449,Gyro,GYRO,3391.18,25019534.0,108186361,31902.242389015,
450,Token Pocket,TOKEN POCKET,0.03098889,1797409.0,107421657,3466457401.0,
451,ThunderCore,THUNDERCORE,0.01392565,10524019.0,107297231,7704569443.0,
453,Rarible,RARIBLE,20.43,2408511.0,106699562,5237611.035722802,
455,OpenOcean,OPENOCEAN,0.710715,3024354.0,106385499,149895377.0,
457,MobieCoin,MOBIECOIN,0.02735062,2550602.0,105407039,3901058333.0,
458,Carry,CARRY,0.01208424,4576422.0,105208830,8709855201.280272,
459,Ribbon Finance,RIBBON FINANCE,2.82,5226826.0,104941792,37237733.25504837,163151020.0
462,Harvest Finance,HARVEST FINANCE,168.38,7082718.0,104237196,617607.168713,406353196.0
464,ZKSwap,ZKSWAP,0.463464,5590870.0,103077915,223450000.0,
465,BENQI,BENQI,0.132361,2911369.0,102421716,775944252.0,
466,Velo,VELO,0.298478,6542397.0,101538285,338521544.0,
467,Beefy.Finance,BEEFY.FINANCE,1298.15,1349360.0,100931151,78000.0,
468,TRONPAD,TRONPAD,0.176014,4246637.0,100656469,582712999.98,
469,Keep3rV1,KEEP3RV1,379.57,47068509.0,100515507,264475.147145611,
470,Efforce,EFFORCE,0.614176,7522979.0,100238134,163731959.9928,
